transit,proximity_score,access,street,neighbourhood,city,state,zipcode,market,smart_location,country_code,country,ZRENT,cost_property,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,amenities_score,amenities,square_feet,price,yearly_price,ROI,weekly_price,monthly_price,security_deposit,cleaning_fee,availability_30,availability_60,availability_90,availability_365,review_scores_rating,review_scores_communication,review_scores_location,pets,first_review,apartment_age
"I always recommend a car but there are certainly other options.  Please feel free to ask, here are some local resources: BICYCLE RENTAL bartonspringsbikerental spinster CAR RENTALS carrental---info about airport car rental Enterprise Austin Car2Go – (Often seen parked in the neighborhood.) With free parking around Austin, you only have to pay for the time you are actually driving the car. (.41/minute)  You will need to go online, join, and get your Car2Go ID card to use the system. NO monthly fees.  Public Transportation (URL HIDDEN) Go Line: Call for info on all buses One Way Pass 1.25 Day Pass 2.50 Local Cab Companies Yellow Cab Fasten and Fare are local ride share Uber and Lyft no longer available",2,"You can arrive any time you like 4 PM or later.  There is a lock box on the front door with the key inside. Once you book, you will be sent the code in the itinerary that you will receive from airbnb.","Austin, TX, United States",Barton Hills,Austin,TX,78704,Austin,"Austin, TX",US,United States,,,30.2607,-97.77194,Condominium,Entire home/apt,4,1.5,1,1,42,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",""Self check-in"",Keypad,""Private entrance"",""Hot water"",""Body soap"",""Bath towel"",""Toilet paper"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""BBQ grill"",""Patio or balcony"",""Bedroom comforts"",""Bathroom essentials""}",,145,52925,#DIV/0!,,,500,49,10,35,61,334,99,10,10,0,24-04-2011,2011
"We are located within a short walk of restaurants, coffee shops, and shopping.  The bus stop is a 4 minute walk away, which will take you downtown and beyond with no transfers.  The bus downtown takes around 15 minutes or you can drive to downtown in 5-7 minutes.  All of central Austin in within close driving distance of the house.  The airport is a short 15 minute drive.",4,,"Austin, TX, United States",Dawson,Austin,TX,78704,Austin,"Austin, TX",US,United States,"1,949.00",,30.23152,-97.76434,Guesthouse,Entire home/apt,2,1,1,1,53,"{TV,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Pets live on this property"",Dog(s),""Free street parking"",Heating,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Building staff"",""High chair"",""Pack ’n Play/travel crib"",""Body soap"",""Bath towel"",""Toilet paper"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Garden or backyard"",""Luggage dropoff allowed"",""Long term stays allowed"",""Hot water kettle"",""Ceiling fan"",Kitchenette,""Mini fridge"",""Smart TV"",""Rain shower"",Terrace,""Breakfast table"",""Convection oven"",""En suite bathroom"",""Outdoor seating"",""Outdoor parking"",""Walk-in shower"",""Bedroom comforts"",""Bathroom essentials""}",,110,40150,#DIV/0!,,2000,0,50,5,16,43,315,100,10,10,1,02-03-2011,2011
There is a bus stop at the end of our street in both directions.  There is readily available street parking in front of the apartment.  Austin has a bike share program.  We are less than 2 miles from downtown Austin and bike share stations.,3,The entire apartment is for our guests.,"Austin, TX, United States",Galindo,Austin,TX,78704,Austin,"Austin, TX",US,United States,"3,450.00",946670,30.23616,-97.76446,Guesthouse,Entire home/apt,3,1,1,1,26,"{TV,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Pets allowed"",""Free street parking"",Heating,Washer,Dryer,""Smoke detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Smart lock"",""Private entrance"",""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",""Patio or balcony""}",,150,54750,-42.1656966,,,0,60,21,51,81,81,99,10,10,1,17-09-2017,2017
I am a block from a bus stop and a few blocks from another.  Easy to bike to UT from my place and walk to restaurants and coffee shop a few blocks away.  Best way is a car and there is easy parking on my street.,4,,"Austin, TX, United States",Upper Boggy Creek,Austin,TX,78722,Austin,"Austin, TX",US,United States,"1,820.00",402504,30.2912,-97.71956,House,Entire home/apt,2,1,1,1,21,"{Internet,Wifi,""Air conditioning"",""Free parking on premises"",Dog(s),""Indoor fireplace"",Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""Self check-in"",Lockbox,""Private entrance""}",320,110,40150,-0.249438515,,1650,0,30,19,49,79,354,94,10,10,0,21-02-2011,2011
,,,"Austin, TX, United States",South Congress,Austin,TX,78704,Austin,"Austin, TX",US,United States,"3,000.00",743057,30.24501,-97.74986,Guesthouse,Entire home/apt,3,1,1,3,30,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Pets allowed"",""Pets live on this property"",Dog(s),""Free street parking"",Heating,""Family/kid friendly"",Essentials,Shampoo,Hangers,""Hair dryer"",""Laptop friendly workspace"",""Private living room"",""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Shower gel""}",,150,54750,-26.31790024,1500,4000,0,50,16,41,70,70,98,10,10,1,16-03-2011,2011
"The heart of Downtown (6th and Congress) is 2.2 miles or a 40 minute walk, 5 min cab ride or 11 minute bus ride.  University of Texas is 3.5 miles.  Local bus (CapMetro) service is less than one block from the house and a quick trip to most SXSW venues (note: cabs will be needed for late night).  Airport is a 12-15 minute drive w/o traffic.  Parking is available in front of the house, on-street parking.",4,The entire house and backyard. We leave the pantry stocked and just ask that guests replace any cooking item that is used up.  The garage is not available.,"Austin, TX, United States",South Congress,Austin,TX,78704,Austin,"Austin, TX",US,United States,"16,922.00",710800,30.24604,-97.75329,House,Entire home/apt,4,2,2,4,41,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Free street parking"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Smart lock"",Bathtub,""Children’s books and toys"",""Babysitter recommendations"",""Pack ’n Play/travel crib"",""Children’s dinnerware"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""BBQ grill"",""Garden or backyard"",""Luggage dropoff allowed""}",2000,470,171550,141.3477772,,,650,100,23,53,83,358,99,10,10,0,19-03-2011,2011
"The most popular form of transportation is Uber. Similar to a taxi service, but typically less expensive. Download the app to your phone and see how affordable it is! Austin’s bus system, Capitol Metro, costs only 1 per single ride or 2 for an all-­day pass. The number 5 (Woodrow/S 5th bus) picks up one block away at the corner of S. 5th and Mary and goes directly into downtown (a 10 minute ride). There are also routes that pick up on Lamar. Numerous other connections pick-­‐up at various locations throughout downtown.",5,"You can check-in at any time after 3 PM. The home features keyless entry, you will receive a code to the electronic locks approximately 1 week before your arrival so you can comfortably check in anytime.","Austin, TX, United States",Bouldin Creek,Austin,TX,78704,Austin,"Austin, TX",US,United States,"2,925.00",516548,30.24775,-97.76403,House,Entire home/apt,6,1,2,3,26,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Pets allowed"",""Free street parking"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Private entrance"",""Pack ’n Play/travel crib"",""Hot water"",Dishwasher}",,111,40515,-21.56585642,,,150,75,0,0,14,289,95,10,10,1,17-03-2011,2011
"******PLEASE NOTE LOCATION AND DISTANCE/TRAVEL TIMES BELOW.  ******MOST OF OUR GUESTS HAVE OR RENT CARS.  Downtown and Barton Springs are bikeable.  You can bike to SoCo, but there can be traffic and there is a long hill.  It's fast and easy to take one of the many rideshare options, including Uber and Lyft.  Rideshare to downtown is about 12 plus tip.  Pro tip:  rideshares mean you don't have to find a parking space!   Bike to downtown:  25-30 minutes (5 miles) Drive to downtown/SoCo area: 15 minutes (5-6 miles) Transport other than the bikes is recommended at night, but we do have lights.",2,"We have a choice of bikes you may borrow (see photos.)  They are stored outside behind the cottage.  They were our bikes and we are 5'7"" and 5'8"".  Each bike has a lock and spare tube/repair kit and lights.  We have three helmets available.  Please walk the bikes through the cottage and take them in/out through the gate at the driveway, NOT through gate behind the cottage. Fast wifi, 37"" flat screen TV with Roku, with streaming channels including Netflix, local TV channels.  Stereo with iPhone cable and CD player, propane and charcoal grill, picnic backpack. There is ample parking on the street, and you should be able to park in front of our house. Please DO NOT park in our driveway except for loading and unloading.","Austin, TX, United States",Rosedale,Austin,TX,78731,Austin,"Austin, TX",US,United States,"4,705.00",1229802,30.313,-97.75066,Guesthouse,Entire home/apt,2,1,1,1,34,"{TV,Wifi,""Air conditioning"",Kitchen,Dog(s),""Free street parking"",Heating,""Smoke detector"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Private entrance"",""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Garden or backyard"",""Luggage dropoff allowed"",Other}",400,85,31025,-74.77236173,,,,35,5,25,44,128,98,10,10,0,14-03-2011,2011
Getting around by car is advised.,1,"Kitchen may be used for cooking by appointment. Kitchen access available 24/7 for coffee, tea, oatmeal, blender, microwave, refrigerator, toaster oven. Extra refrigerator in garage, good for storing drinks. Living room reserved for owner and family and friends when home. Guests welcome to use it when owner is away.","Austin, TX, United States",,Austin,TX,78729,Austin,"Austin, TX",US,United States,"1,775.00",312172,30.44755,-97.76115,House,Private room,2,1.5,1,2,38,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Pets live on this property"",Cat(s),""Free street parking"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Self check-in"",Keypad,""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Garden or backyard"",""Luggage dropoff allowed"",""Long term stays allowed""}",1745,49,17885,-42.70786618,,,100,25,4,18,38,38,100,10,10,1,24-07-2019,2019
,,The entire unit will be yours for the rental period,"Austin, TX, United States",Angus Valley,Austin,TX,78727,Austin,"Austin, TX",US,United States,"1,450.00",291553,30.41519,-97.73019,Townhouse,Entire home/apt,6,2.5,2,3,34,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",Dog(s),Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Private entrance"",""Hot water"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Long term stays allowed"",Other}",1500,230,83950,187.9407861,1100,2150,750,100,20,50,80,170,98,10,9,0,15-03-2011,2011
,,My home is your home : ),"Austin, TX, United States",University of Texas,Austin,TX,78705,Austin,"Austin, TX",US,United States,"1,650.00",3044442,30.28985,-97.7451,Apartment,Entire home/apt,4,2,2,2,25,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Pets allowed"",Breakfast,Elevator,""Buzzer/wireless intercom"",Heating,Washer,Dryer,""Smoke detector"",""Fire extinguisher"",Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Hot water"",""Long term stays allowed""}",,103,37595,-87.65126746,742,1946,0,0,1,1,17,292,98,10,10,1,15-03-2011,2011
we are about two blocks from the bus stop.,2,,"Austin, TX, United States",South Lamar,Austin,TX,78704,Austin,"Austin, TX",US,United States,,,30.24422,-97.77885,House,Entire home/apt,2,1,1,1,25,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Free parking on premises"",""Pets allowed"",""Pets live on this property"",Dog(s),""Free street parking"",Heating,""Family/kid friendly"",""Smoke detector"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,Iron,""translation missing: en.hosting_amenity_50"",Bathtub,""Hot water"",""Bed linens"",Microwave,Refrigerator,""Long term stays allowed""}",,90,32850,#DIV/0!,400,1000,0,5,19,27,27,294,97,10,10,1,30-03-2011,2011
Scooters are everywhere in Austin. Grab one and be downtown in 5 minutes. There is a bus stop 1/4 mile away with easy access to downtown. The Airport Flyer has a stop 1/2 mile away on East Riverside that will take you to or from ABIA for 1.75. UBER and Lyft are available and affordable.,3,The condo is all yours and you have access to a community pool and lakeside dock. There is also a nice public park right outside our fence with paddle board and kayak rentals.,"Austin, TX, United States",East Downtown,Austin,TX,78741,Austin,"Austin, TX",US,United States,989,408100,30.24773,-97.72584,Condominium,Entire home/apt,3,1,1,1,43,"{TV,Internet,Wifi,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self check-in"",Keypad,Bathtub,""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""BBQ grill"",""Patio or balcony"",""Garden or backyard"",""Long term stays allowed"",Waterfront,""Lake access""}",,130,47450,16.27052193,800,1750,,,0,4,17,215,98,10,10,0,16-03-2011,2011
,,,"Austin, TX, United States",Tarrytown,Austin,TX,78703,Austin,"Austin, TX",US,United States,"14,532.00",3401073,30.29187,-97.76824,Guesthouse,Entire home/apt,4,1,1,1,28,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free street parking"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",""Patio or balcony"",""Garden or backyard"",Other}",,115,41975,-87.65830666,800,,0,25,18,35,58,333,99,10,10,0,16-03-2011,2011
"Plenty of street parking right in front! If you require a garage, I can make mine available and move my car.",3,Entire house. ,"Austin, TX, United States",Hyde Park,Austin,TX,78751,Austin,"Austin, TX",US,United States,"5,566.00",1307328,30.3071,-97.73046,House,Entire home/apt,8,4,4,4,25,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Pets live on this property"",Dog(s),""Hot tub"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Smart lock"",""Private entrance""}",,850,310250,137.3161135,,,2000,300,30,60,90,365,100,10,9,1,16-03-2011,2011
