CPL,MI,HS,CDC,UI,SPL,ICU,BLG,CC
Democrat,Very High,Very Low,AlwaysWearMasks,micropolitan,Democratic,Medium,Expanded Limit to 25 or Fewer,Very Low
Leaning Democrat,Very Low,Very High,AlwaysWearMasks,noncore,Democratic,Low,Expanded Limit to 25 or Fewer,Low
Leaning Democrat,Low,Very Low,AlwaysWearMasks,noncore,Democratic,Low,Expanded Limit to 25 or Fewer,Very Low
Heavily Democrat,Very High,Very Low,AlwaysWearMasks,noncore,Democratic,Low,Expanded Limit to 25 or Fewer,Very Low
Heavily Republican,Very Low,Low,AlwaysWearMasks,noncore,Democratic,Very High,Expanded Limit to 25 or Fewer,Low
Heavily Democrat,Very High,Very Low,AlwaysWearMasks,micropolitan,Democratic,Medium,Expanded Limit to 25 or Fewer,Medium
Heavily Republican,Very High,Very Low,AlwaysWearMasks,metropolitan,Democratic,High,Expanded Limit to 25 or Fewer,Very Low
Heavily Republican,Low,Very Low,AlwaysWearMasks,noncore,Democratic,Low,Expanded Limit to 25 or Fewer,Low
Republican,Very High,Medium,AlwaysWearMasks,metropolitan,Democratic,Low,Expanded Limit to 25 or Fewer,Low
Heavily Republican,Medium,Medium,AlwaysWearMasks,noncore,Democratic,Very High,Expanded Limit to 25 or Fewer,Medium
Democrat,Very High,Low,AlwaysWearMasks,metropolitan,Democratic,Medium,Expanded Limit to 25 or Fewer,Medium
Democrat,Very High,Low,AlwaysWearMasks,metropolitan,Democratic,Medium,Expanded Limit to 25 or Fewer,Low
Leaning Republican,Very High,Very Low,AlwaysWearMasks,micropolitan,Democratic,Low,Expanded Limit to 25 or Fewer,Very Low
Leaning Democrat,Very High,Very Low,AlwaysWearMasks,metropolitan,Democratic,Medium,Expanded Limit to 25 or Fewer,Very Low
Leaning Democrat,Very High,Low,AlwaysWearMasks,metropolitan,Democratic,Medium,Expanded Limit to 25 or Fewer,Low
Leaning Democrat,Very High,Low,AlwaysWearMasks,metropolitan,Democratic,Low,Expanded Limit to 25 or Fewer,Low
Leaning Democrat,Very High,Very Low,AlwaysWearMasks,metropolitan,Democratic,Low,Expanded Limit to 25 or Fewer,Very Low
Leaning Republican,Very High,Medium,AlwaysWearMasks,metropolitan,Democratic,Low,Expanded Limit to 25 or Fewer,Very Low
Even,High,Medium,AlwaysWearMasks,metropolitan,Democratic,Medium,Expanded Limit to Greater Than 25,Low
Heavily Democrat,Very High,Low,AlwaysWearMasks,metropolitan,Democratic,Medium,Expanded Limit to Greater Than 25,Medium
Republican,High,Medium,AlwaysWearMasks,metropolitan,Democratic,Medium,Expanded Limit to Greater Than 25,High
Democrat,Medium,Very Low,AlwaysWearMasks,metropolitan,Republican,High,Lifted,Very High
Heavily Republican,Medium,High,AlwaysWearMasks,metropolitan,Republican,Low,Lifted,Very High
Heavily Republican,Medium,Low,AlwaysWearMasks,metropolitan,Republican,High,Lifted,Very High
Heavily Republican,Low,Very High,AlwaysWearMasks,noncore,Republican,Low,Lifted,Very High
Republican,High,Very Low,AlwaysWearMasks,metropolitan,Republican,Medium,Lifted,Low
Heavily Democrat,High,Medium,AlwaysWearMasks,metropolitan,Republican,High,Lifted,Very High
Heavily Republican,Very Low,Very High,AlwaysWearMasks,noncore,Republican,Low,Lifted,Very High
Heavily Republican,Medium,Low,AlwaysWearMasks,metropolitan,Republican,High,Lifted,Low
Heavily Republican,Very Low,Medium,AlwaysWearMasks,metropolitan,Republican,Medium,Lifted,Medium
Heavily Republican,Very High,Low,AlwaysWearMasks,metropolitan,Republican,Medium,Lifted,Medium
Heavily Republican,Very High,Medium,AlwaysWearMasks,metropolitan,Republican,Medium,Lifted,High
Heavily Republican,Low,Medium,AlwaysWearMasks,micropolitan,Republican,High,Lifted,Very High
,Very Low,Very High,AlwaysWearMasks,micropolitan,Republican,Medium,Lifted,Very High
Heavily Republican,Very Low,Very High,AlwaysWearMasks,noncore,Republican,Low,Lifted,Very High
Even,High,Low,AlwaysWearMasks,metropolitan,Republican,High,Lifted,High
Republican,Medium,Low,AlwaysWearMasks,metropolitan,Republican,High,Lifted,Very High
Republican,High,Very Low,AlwaysWearMasks,metropolitan,Republican,Medium,Lifted,Low
Heavily Republican,Very Low,Very High,AlwaysWearMasks,noncore,Republican,Low,Lifted,Very High
Heavily Democrat,Low,Very High,AlwaysWearMasks,metropolitan,Republican,Low,Lifted,Very High
Heavily Republican,Low,High,AlwaysWearMasks,metropolitan,Republican,Low,Lifted,High
Heavily Republican,Very Low,Very High,AlwaysWearMasks,noncore,Republican,Low,Lifted,Very High
Heavily Republican,Low,High,AlwaysWearMasks,metropolitan,Republican,Low,Lifted,Very High
Heavily Republican,Very Low,Very High,AlwaysWearMasks,noncore,Republican,Low,Lifted,Very High
Heavily Republican,Very Low,Very High,AlwaysWearMasks,micropolitan,Republican,Low,Lifted,Very High
Leaning Republican,Low,Very High,AlwaysWearMasks,micropolitan,Republican,Low,Lifted,Very High
Heavily Republican,Low,Medium,AlwaysWearMasks,metropolitan,Republican,Medium,Lifted,Low
Heavily Republican,Very Low,High,AlwaysWearMasks,metropolitan,Republican,High,Lifted,Medium
Leaning Democrat,High,Medium,AlwaysWearMasks,metropolitan,Republican,High,Lifted,High
Heavily Republican,Very Low,Very High,AlwaysWearMasks,noncore,Republican,Low,Lifted,Very High
Republican,High,Medium,AlwaysWearMasks,metropolitan,Republican,Medium,Lifted,Medium
Heavily Republican,Very Low,Very High,AlwaysWearMasks,noncore,Republican,Medium,Lifted,Very High
Leaning Republican,Low,High,AlwaysWearMasks,metropolitan,Republican,Low,Lifted,Very High
Heavily Republican,Low,Very High,AlwaysWearMasks,noncore,Republican,Low,Lifted,Very High
Republican,Medium,Medium,AlwaysWearMasks,metropolitan,Republican,High,Lifted,Medium
Republican,High,Medium,AlwaysWearMasks,metropolitan,Republican,Medium,Lifted,High
Heavily Democrat,Medium,Very Low,AlwaysWearMasks,metropolitan,Republican,Medium,Lifted,Very High
Heavily Republican,Very Low,High,AlwaysWearMasks,noncore,Republican,Low,Lifted,Medium
Heavily Republican,Very Low,High,AlwaysWearMasks,noncore,Republican,Low,Lifted,Very High
Republican,Very Low,Very High,AlwaysWearMasks,noncore,Republican,Low,Lifted,Very High
Republican,High,Medium,AlwaysWearMasks,metropolitan,Republican,Medium,Lifted,High
Republican,Very Low,High,AlwaysWearMasks,metropolitan,Republican,High,Expanded Limit to Greater Than 25,Very High
Democrat,Low,Medium,AlwaysWearMasks,metropolitan,Republican,High,Expanded Limit to Greater Than 25,High
Even,Low,High,AlwaysWearMasks,metropolitan,Republican,High,Expanded Limit to Greater Than 25,High
Heavily Republican,Very High,Medium,AlwaysWearMasks,metropolitan,Republican,Low,Expanded Limit to Greater Than 25,Medium
Heavily Republican,Very Low,Very High,AlwaysWearMasks,micropolitan,Republican,High,Expanded Limit to Greater Than 25,Very High
Republican,Very Low,High,AlwaysWearMasks,noncore,Republican,Low,Expanded Limit to Greater Than 25,Very High
Leaning Republican,High,Medium,AlwaysWearMasks,metropolitan,Democratic,High,New Limit on Large Gatherings in Place,High
Heavily Republican,Medium,Low,AlwaysWearMasks,metropolitan,Republican,Very High,Lifted,Low
Heavily Republican,High,High,AlwaysWearMasks,micropolitan,Republican,Very High,New Limit on Large Gatherings in Place,Medium
Heavily Republican,High,Very Low,FrequentlyWearMasks,noncore,Democratic,Low,Lifted,Low
Republican,Very High,Low,AlwaysWearMasks,metropolitan,Democratic,Low,New Limit on Large Gatherings in Place,Low
Leaning Republican,High,Medium,AlwaysWearMasks,metropolitan,Democratic,Low,New Limit on Large Gatherings in Place,Low
Heavily Democrat,Very High,Very Low,AlwaysWearMasks,metropolitan,Democratic,Medium,New Limit on Large Gatherings in Place,Low
Heavily Republican,High,Very Low,AlwaysWearMasks,noncore,Democratic,Very High,>10 People Prohibited,Low
Even,Very Low,Very High,AlwaysWearMasks,noncore,Republican,Low,New Limit on Large Gatherings in Place,Very High
Heavily Democrat,Very Low,High,AlwaysWearMasks,metropolitan,Republican,Low,New Limit on Large Gatherings in Place,Very High
Heavily Republican,Very High,Low,AlwaysWearMasks,metropolitan,Republican,High,Lifted,Very High
Republican,Very High,Very Low,AlwaysWearMasks,metropolitan,Republican,High,Expanded Limit to Greater Than 25,Low
Even,Very Low,Very High,AlwaysWearMasks,micropolitan,Republican,High,Expanded Limit to Greater Than 25,High
Even,Very Low,Very High,AlwaysWearMasks,metropolitan,Republican,Low,Expanded Limit to Greater Than 25,Medium
Heavily Republican,Low,Medium,AlwaysWearMasks,micropolitan,Democratic,Very High,New Limit on Large Gatherings in Place,Very Low
Republican,Medium,Low,AlwaysWearMasks,micropolitan,Republican,Medium,New Limit on Large Gatherings in Place,Very High
Heavily Republican,Very High,High,AlwaysWearMasks,noncore,Democratic,Very High,Lifted,High
Heavily Republican,Low,Very High,AlwaysWearMasks,metropolitan,Democratic,Low,New Limit on Large Gatherings in Place,Low
Heavily Republican,Low,Very High,AlwaysWearMasks,noncore,Democratic,Medium,New Limit on Large Gatherings in Place,Very Low
Heavily Republican,Very Low,High,AlwaysWearMasks,micropolitan,Democratic,High,New Limit on Large Gatherings in Place,Very Low
Leaning Democrat,Medium,Very Low,AlwaysWearMasks,noncore,Democratic,High,New Limit on Large Gatherings in Place,Very Low
Leaning Republican,Low,Low,AlwaysWearMasks,noncore,Democratic,Very High,New Limit on Large Gatherings in Place,Very Low
Even,Very High,Very Low,AlwaysWearMasks,micropolitan,Democratic,Low,New Limit on Large Gatherings in Place,Very Low
Heavily Democrat,Very Low,Very High,AlwaysWearMasks,micropolitan,Republican,Medium,New Limit on Large Gatherings in Place,Very High
Leaning Democrat,Very Low,Very High,AlwaysWearMasks,metropolitan,Republican,Low,New Limit on Large Gatherings in Place,Very High
Heavily Republican,Very Low,Very High,AlwaysWearMasks,noncore,Republican,Low,New Limit on Large Gatherings in Place,Very High
Heavily Republican,Low,Very High,AlwaysWearMasks,metropolitan,Republican,Low,Lifted,Very High
Heavily Republican,Medium,Very Low,NeverWearMasks,noncore,Democratic,Very High,Expanded Limit to Greater Than 25,Low
Republican,High,Very High,AlwaysWearMasks,metropolitan,Republican,Low,Expanded Limit to Greater Than 25,Very High
Heavily Republican,Low,Low,AlwaysWearMasks,noncore,Republican,Low,Expanded Limit to Greater Than 25,Very Low
Heavily Republican,Very Low,Very High,AlwaysWearMasks,noncore,Republican,Medium,Expanded Limit to Greater Than 25,Very High
Heavily Republican,Very Low,Very High,AlwaysWearMasks,noncore,Republican,Low,Expanded Limit to Greater Than 25,Very High
Heavily Republican,Very Low,Very High,AlwaysWearMasks,noncore,Republican,Medium,Expanded Limit to Greater Than 25,High
Heavily Republican,High,High,AlwaysWearMasks,noncore,Republican,Low,Expanded Limit to Greater Than 25,High
Republican,Low,High,AlwaysWearMasks,metropolitan,Republican,High,Expanded Limit to Greater Than 25,Medium
Leaning Republican,Very Low,High,AlwaysWearMasks,noncore,Republican,Low,Expanded Limit to Greater Than 25,Very High
Heavily Republican,High,High,AlwaysWearMasks,noncore,Democratic,Low,New Limit on Large Gatherings in Place,High
Democrat,Very High,Low,AlwaysWearMasks,metropolitan,Democratic,Medium,New Limit on Large Gatherings in Place,High
Heavily Republican,Medium,High,AlwaysWearMasks,noncore,Republican,Low,New Limit on Large Gatherings in Place,Very High
Heavily Republican,Low,Low,AlwaysWearMasks,noncore,Republican,Low,New Limit on Large Gatherings in Place,Very High
Heavily Republican,Very High,Very High,AlwaysWearMasks,noncore,Democratic,Low,Lifted,High
Heavily Republican,Medium,Low,AlwaysWearMasks,noncore,Democratic,Very High,Lifted,Very Low
Republican,Very High,Low,AlwaysWearMasks,metropolitan,Democratic,Medium,New Limit on Large Gatherings in Place,Low
Heavily Republican,Medium,Medium,AlwaysWearMasks,metropolitan,Democratic,Low,New Limit on Large Gatherings in Place,Low
Republican,Very Low,High,AlwaysWearMasks,noncore,Democratic,High,New Limit on Large Gatherings in Place,Low
Heavily Republican,Medium,Medium,AlwaysWearMasks,metropolitan,Democratic,High,New Limit on Large Gatherings in Place,Very Low
Leaning Democrat,Very High,Very Low,AlwaysWearMasks,metropolitan,Democratic,High,New Limit on Large Gatherings in Place,Medium
Republican,High,Low,AlwaysWearMasks,metropolitan,Democratic,Low,>10 People Prohibited,Very Low
Heavily Republican,High,Very Low,AlwaysWearMasks,noncore,Democratic,Low,>10 People Prohibited,Medium
Heavily Republican,High,Low,AlwaysWearMasks,noncore,Democratic,Very High,>10 People Prohibited,Low
Heavily Republican,Very High,Low,FrequentlyWearMasks,metropolitan,Democratic,Very High,>10 People Prohibited,Low
Heavily Republican,High,Very Low,AlwaysWearMasks,metropolitan,Republican,Low,Lifted,Medium
Heavily Republican,Low,Medium,AlwaysWearMasks,micropolitan,Republican,Low,Lifted,Medium
Heavily Republican,Low,Very Low,FrequentlyWearMasks,noncore,Democratic,Very High,Expanded Limit to Greater Than 25,Low
Heavily Democrat,Very Low,High,AlwaysWearMasks,metropolitan,Republican,High,Expanded Limit to Greater Than 25,High
Heavily Republican,Very High,Low,AlwaysWearMasks,metropolitan,Republican,Low,Expanded Limit to Greater Than 25,Low
Heavily Democrat,High,Medium,AlwaysWearMasks,metropolitan,Republican,Medium,Expanded Limit to Greater Than 25,Medium
Heavily Republican,High,Low,AlwaysWearMasks,metropolitan,Democratic,Medium,New Limit on Large Gatherings in Place,Medium
Republican,Very High,Very Low,AlwaysWearMasks,micropolitan,Democratic,Low,New Limit on Large Gatherings in Place,Low
Heavily Republican,Medium,Low,AlwaysWearMasks,micropolitan,Republican,Medium,Lifted,High
Heavily Republican,Medium,Medium,AlwaysWearMasks,micropolitan,Republican,High,Lifted,Medium
Republican,Medium,Low,AlwaysWearMasks,noncore,Republican,Very High,Lifted,Medium
Heavily Republican,Medium,Medium,AlwaysWearMasks,micropolitan,Republican,High,Lifted,Low
Republican,High,Medium,AlwaysWearMasks,noncore,Republican,Very High,New Limit on Large Gatherings in Place,High
Heavily Republican,High,Low,AlwaysWearMasks,noncore,Republican,Very High,New Limit on Large Gatherings in Place,High
Heavily Republican,Low,Medium,AlwaysWearMasks,noncore,Democratic,Very High,Lifted,High
Heavily Republican,Medium,Low,AlwaysWearMasks,noncore,Democratic,Very High,Lifted,Very Low
Heavily Republican,High,Medium,AlwaysWearMasks,metropolitan,Democratic,Low,New Limit on Large Gatherings in Place,Low
Heavily Republican,Very Low,Very High,AlwaysWearMasks,noncore,Democratic,Low,New Limit on Large Gatherings in Place,Medium
Even,Very High,Very Low,AlwaysWearMasks,metropolitan,Republican,Low,Lifted,Medium
Leaning Republican,Medium,Medium,AlwaysWearMasks,micropolitan,Republican,Low,Lifted,Medium
Heavily Republican,Very Low,Medium,AlwaysWearMasks,noncore,Democratic,Low,New Limit on Large Gatherings in Place,Very Low
Heavily Republican,Medium,Low,AlwaysWearMasks,noncore,Democratic,Very High,>10 People Prohibited,High
Heavily Republican,Very High,Low,AlwaysWearMasks,noncore,Democratic,Very High,>10 People Prohibited,Very High
Heavily Republican,Low,Very High,AlwaysWearMasks,noncore,Republican,Very High,Lifted,Medium
Heavily Republican,Medium,Very Low,AlwaysWearMasks,noncore,Democratic,Very High,Expanded Limit to Greater Than 25,Very High
Heavily Republican,High,Medium,FrequentlyWearMasks,noncore,Republican,Very High,Expanded Limit to Greater Than 25,High
Heavily Republican,Low,Very Low,FrequentlyWearMasks,noncore,Republican,Low,Expanded Limit to Greater Than 25,Low
Republican,Very Low,Very High,AlwaysWearMasks,micropolitan,Republican,High,Expanded Limit to Greater Than 25,High
Heavily Republican,Low,Medium,AlwaysWearMasks,noncore,Republican,Medium,Expanded Limit to Greater Than 25,High
Democrat,Low,Low,AlwaysWearMasks,metropolitan,Republican,High,Expanded Limit to Greater Than 25,Medium
Heavily Republican,High,Medium,AlwaysWearMasks,metropolitan,Republican,Very High,Expanded Limit to Greater Than 25,Medium
Heavily Republican,Very Low,Medium,AlwaysWearMasks,noncore,Democratic,High,New Limit on Large Gatherings in Place,Medium
Heavily Republican,Medium,Medium,AlwaysWearMasks,noncore,Democratic,Very High,New Limit on Large Gatherings in Place,Very High
Heavily Republican,Medium,Medium,AlwaysWearMasks,micropolitan,Republican,High,Lifted,Medium
Heavily Republican,High,Low,AlwaysWearMasks,micropolitan,Republican,Low,Lifted,Low
Heavily Republican,High,Low,RarelyWearMasks,noncore,Republican,Very High,New Limit on Large Gatherings in Place,Very High
Republican,Medium,Very Low,AlwaysWearMasks,noncore,Republican,Very High,New Limit on Large Gatherings in Place,Medium
Republican,Medium,Medium,AlwaysWearMasks,micropolitan,Republican,High,New Limit on Large Gatherings in Place,Very High
Republican,High,Medium,AlwaysWearMasks,metropolitan,Republican,High,New Limit on Large Gatherings in Place,Very High
Heavily Republican,Medium,High,AlwaysWearMasks,noncore,Democratic,Low,New Limit on Large Gatherings in Place,Low
Democrat,Very High,Low,AlwaysWearMasks,metropolitan,Republican,Medium,Lifted,Medium
Leaning Republican,Very High,Very Low,AlwaysWearMasks,metropolitan,Democratic,High,New Limit on Large Gatherings in Place,Low
Heavily Republican,Medium,Medium,AlwaysWearMasks,noncore,Democratic,Medium,New Limit on Large Gatherings in Place,Low
Heavily Republican,Very Low,High,AlwaysWearMasks,micropolitan,Republican,High,New Limit on Large Gatherings in Place,High
Even,Very Low,Low,AlwaysWearMasks,micropolitan,Republican,Low,New Limit on Large Gatherings in Place,Very High
Leaning Democrat,Very Low,Very High,AlwaysWearMasks,noncore,Republican,Very High,New Limit on Large Gatherings in Place,Very High
Heavily Republican,Very Low,Medium,AlwaysWearMasks,noncore,Republican,Very High,Lifted,High
Heavily Republican,Very Low,Very High,AlwaysWearMasks,metropolitan,Republican,Low,Lifted,Very High
Heavily Republican,Very Low,Very High,AlwaysWearMasks,noncore,Republican,Medium,Lifted,High
Heavily Republican,Low,Medium,AlwaysWearMasks,noncore,Republican,Very High,Expanded Limit to Greater Than 25,Very High
