CPL,MI,HS,CDC,UI,SPL,ICU,BLG,CC
Heavily Republican,High,High,Low,micropolitan,Republican,Very High,New Limit on Large Gatherings in Place,Medium
Heavily Republican,High,Very Low,Low,noncore,Democratic,Low,Lifted,Low
Republican,Very High,Low,High,metropolitan,Democratic,Low,New Limit on Large Gatherings in Place,Low
Leaning Republican,High,Medium,High,metropolitan,Democratic,Low,New Limit on Large Gatherings in Place,Low
Heavily Democrat,Very High,Very Low,High,metropolitan,Democratic,Medium,New Limit on Large Gatherings in Place,Low
Heavily Republican,High,Very Low,Low,noncore,Democratic,Very High,Gatherings Prohibited,Low
Even,Very Low,Very High,Low,noncore,Republican,Low,New Limit on Large Gatherings in Place,Very High
Heavily Democrat,Very Low,High,Medium,metropolitan,Republican,Low,New Limit on Large Gatherings in Place,Very High
Heavily Republican,Very High,Low,Medium,metropolitan,Republican,High,Lifted,Very High
Republican,Very High,Very Low,Medium,metropolitan,Republican,High,Expanded Limit,Low
Even,Very Low,Very High,High,micropolitan,Republican,High,Expanded Limit,High
Even,Low,Very High,Medium,metropolitan,Republican,Low,Expanded Limit,Medium
Heavily Republican,Low,Medium,Low,micropolitan,Democratic,Very High,New Limit on Large Gatherings in Place,Very Low
Republican,Medium,Low,Low,micropolitan,Republican,Medium,New Limit on Large Gatherings in Place,Very High
Heavily Republican,Very High,High,Low,noncore,Democratic,Very High,Lifted,High
Heavily Republican,Low,Very High,High,metropolitan,Democratic,Low,New Limit on Large Gatherings in Place,Low
Heavily Republican,Low,Very High,Medium,noncore,Democratic,Medium,New Limit on Large Gatherings in Place,Very Low
Heavily Republican,Very Low,High,Medium,micropolitan,Democratic,High,New Limit on Large Gatherings in Place,Very Low
Leaning Democrat,Medium,Very Low,High,noncore,Democratic,High,New Limit on Large Gatherings in Place,Very Low
Leaning Republican,Low,Low,High,noncore,Democratic,Very High,New Limit on Large Gatherings in Place,Very Low
Even,Very High,Very Low,High,micropolitan,Democratic,Low,New Limit on Large Gatherings in Place,Very Low
Heavily Democrat,Very Low,Very High,Medium,micropolitan,Republican,Medium,New Limit on Large Gatherings in Place,Very High
Leaning Democrat,Very Low,High,Medium,metropolitan,Republican,Low,New Limit on Large Gatherings in Place,Very High
Heavily Republican,Very Low,Very High,Low,noncore,Republican,Low,New Limit on Large Gatherings in Place,Very High
Heavily Republican,Low,Very High,Low,metropolitan,Republican,Low,Lifted,Very High
Heavily Republican,Medium,Very Low,Low,noncore,Democratic,Very High,Expanded Limit,Low
Republican,High,Very High,Medium,metropolitan,Republican,Low,Expanded Limit,Very High
Heavily Republican,Low,Low,Low,noncore,Republican,Low,Expanded Limit,Very Low
Heavily Republican,Very Low,Very High,Medium,noncore,Republican,Medium,Expanded Limit,Very High
Heavily Republican,Very Low,Very High,Low,noncore,Republican,Low,Expanded Limit,Very High
Heavily Republican,Very Low,Very High,Low,noncore,Republican,Medium,Expanded Limit,High
Heavily Republican,High,High,Medium,noncore,Republican,Low,Expanded Limit,High
Republican,Low,High,Medium,metropolitan,Republican,High,Expanded Limit,Medium
Leaning Republican,Very Low,High,Medium,noncore,Republican,Low,Expanded Limit,Very High
Heavily Republican,High,High,Medium,noncore,Democratic,Low,New Limit on Large Gatherings in Place,High
Democrat,Very High,Low,High,metropolitan,Democratic,Medium,New Limit on Large Gatherings in Place,High
Heavily Republican,Medium,High,Medium,noncore,Republican,Low,New Limit on Large Gatherings in Place,Very High
Heavily Republican,Low,Low,Low,noncore,Republican,Low,New Limit on Large Gatherings in Place,Very High
Heavily Republican,Very High,Very High,Low,noncore,Democratic,Low,Lifted,High
Heavily Republican,Medium,Low,Low,noncore,Democratic,Very High,Lifted,Very Low
Republican,Very High,Low,Medium,metropolitan,Democratic,Medium,New Limit on Large Gatherings in Place,Low
Heavily Republican,Medium,Medium,Low,metropolitan,Democratic,Low,New Limit on Large Gatherings in Place,Low
Republican,Very Low,High,Medium,noncore,Democratic,High,New Limit on Large Gatherings in Place,Low
Heavily Republican,Medium,Medium,Medium,metropolitan,Democratic,High,New Limit on Large Gatherings in Place,Very Low
Leaning Democrat,Very High,Very Low,High,metropolitan,Democratic,High,New Limit on Large Gatherings in Place,Medium
Republican,High,Low,Medium,metropolitan,Democratic,Low,Gatherings Prohibited,Very Low
Heavily Republican,High,Very Low,Low,noncore,Democratic,Low,Gatherings Prohibited,Medium
Heavily Republican,High,Low,Low,noncore,Democratic,Very High,Gatherings Prohibited,Low
Heavily Republican,Very High,Low,Low,metropolitan,Democratic,Very High,Gatherings Prohibited,Low
Heavily Republican,High,Very Low,Low,metropolitan,Republican,Low,Lifted,Medium
Heavily Republican,Low,Medium,Medium,micropolitan,Republican,Low,Lifted,Medium
Heavily Republican,Low,Very Low,Low,noncore,Democratic,Very High,Expanded Limit,Low
Heavily Democrat,Very Low,High,High,metropolitan,Republican,High,Expanded Limit,High
Heavily Republican,Very High,Low,Medium,metropolitan,Republican,Low,Expanded Limit,Low
Heavily Democrat,High,Medium,Medium,metropolitan,Republican,Medium,Expanded Limit,Medium
Heavily Republican,High,Low,Medium,metropolitan,Democratic,Medium,New Limit on Large Gatherings in Place,Medium
Republican,Very High,Very Low,Medium,micropolitan,Democratic,Low,New Limit on Large Gatherings in Place,Low
Heavily Republican,Medium,Low,Medium,micropolitan,Republican,Medium,Lifted,High
Heavily Republican,High,Medium,Medium,micropolitan,Republican,High,Lifted,Medium
Republican,Medium,Low,Medium,noncore,Republican,Very High,Lifted,Medium
Heavily Republican,Medium,Medium,Low,micropolitan,Republican,High,Lifted,Low
Republican,High,Medium,Medium,noncore,Republican,Very High,New Limit on Large Gatherings in Place,High
Heavily Republican,High,Low,Low,noncore,Republican,Very High,New Limit on Large Gatherings in Place,High
Heavily Republican,Low,Medium,Low,noncore,Democratic,Very High,Lifted,High
Heavily Republican,Medium,Low,Medium,noncore,Democratic,Very High,Lifted,Very Low
Heavily Republican,High,Medium,High,metropolitan,Democratic,Low,New Limit on Large Gatherings in Place,Low
Heavily Republican,Very Low,Very High,Low,noncore,Democratic,Low,New Limit on Large Gatherings in Place,Medium
Even,Very High,Very Low,High,metropolitan,Republican,Low,Lifted,Medium
Leaning Republican,Medium,Medium,High,micropolitan,Republican,Low,Lifted,Medium
Heavily Republican,Very Low,Medium,High,noncore,Democratic,Low,New Limit on Large Gatherings in Place,Very Low
Heavily Republican,Medium,Low,Low,noncore,Democratic,Very High,Gatherings Prohibited,High
Heavily Republican,Very High,Low,Low,noncore,Democratic,Very High,Gatherings Prohibited,Very High
Heavily Republican,Low,Very High,Low,noncore,Republican,Very High,Lifted,Medium
Heavily Republican,Low,Very Low,Low,noncore,Democratic,Very High,Expanded Limit,Very High
Heavily Republican,High,Medium,Low,noncore,Republican,Very High,Expanded Limit,High
Heavily Republican,Low,Very Low,Low,noncore,Republican,Low,Expanded Limit,Low
Republican,Very Low,Very High,High,micropolitan,Republican,High,Expanded Limit,High
Heavily Republican,Low,Medium,High,noncore,Republican,Medium,Expanded Limit,High
Democrat,Low,Low,High,metropolitan,Republican,High,Expanded Limit,Medium
Heavily Republican,High,Medium,High,metropolitan,Republican,Very High,Expanded Limit,Medium
Heavily Republican,Low,Medium,Low,noncore,Democratic,High,New Limit on Large Gatherings in Place,Medium
Heavily Republican,Medium,Medium,Medium,noncore,Democratic,Very High,New Limit on Large Gatherings in Place,Very High
Heavily Republican,Medium,Medium,Low,micropolitan,Republican,High,Lifted,Medium
Heavily Republican,High,Low,Medium,micropolitan,Republican,Low,Lifted,Low
Heavily Republican,High,Low,Low,noncore,Republican,Very High,New Limit on Large Gatherings in Place,Very High
Republican,Medium,Very Low,Low,noncore,Republican,Very High,New Limit on Large Gatherings in Place,Medium
Republican,Medium,Medium,Low,micropolitan,Republican,High,New Limit on Large Gatherings in Place,Very High
Republican,Very High,Medium,Medium,metropolitan,Republican,High,New Limit on Large Gatherings in Place,Very High
Heavily Republican,Medium,High,Medium,noncore,Democratic,Low,New Limit on Large Gatherings in Place,Low
Democrat,Very High,Low,High,metropolitan,Republican,Medium,Lifted,Medium
Leaning Republican,Very High,Very Low,High,metropolitan,Democratic,High,New Limit on Large Gatherings in Place,Low
Heavily Republican,Medium,Medium,Medium,noncore,Democratic,Medium,New Limit on Large Gatherings in Place,Low
Heavily Republican,Very Low,High,Medium,micropolitan,Republican,High,New Limit on Large Gatherings in Place,High
Even,Very Low,Low,High,micropolitan,Republican,Low,New Limit on Large Gatherings in Place,Very High
Leaning Democrat,Very Low,Very High,Medium,noncore,Republican,Very High,New Limit on Large Gatherings in Place,Very High
Heavily Republican,Very Low,Medium,Medium,noncore,Republican,Very High,Lifted,High
Heavily Republican,Very Low,Very High,Medium,metropolitan,Republican,Low,Lifted,Very High
Heavily Republican,Very Low,Very High,Low,noncore,Republican,Low,Lifted,High
Heavily Republican,Low,Medium,Medium,noncore,Republican,Very High,Expanded Limit,Very High
Heavily Republican,Very High,Low,High,metropolitan,Republican,Low,Expanded Limit,High
Heavily Republican,Medium,Very Low,High,noncore,Republican,Very High,New Limit on Large Gatherings in Place,High
Heavily Republican,High,Very Low,Low,micropolitan,Democratic,High,Lifted,Very High
Heavily Republican,Medium,Very High,Low,noncore,Democratic,Low,Lifted,Medium
Republican,High,Low,Medium,metropolitan,Democratic,Medium,Lifted,Low
Heavily Republican,Very High,Low,Medium,noncore,Democratic,Very High,Lifted,High
Heavily Republican,Very High,Very Low,Medium,metropolitan,Democratic,High,Lifted,Low
Heavily Republican,Very Low,Very High,Medium,micropolitan,Democratic,High,New Limit on Large Gatherings in Place,Medium
Democrat,High,Very Low,Medium,noncore,Democratic,Very High,Gatherings Prohibited,Very Low
Heavily Republican,Medium,Low,Low,noncore,Democratic,High,Gatherings Prohibited,Low
Republican,Very Low,High,High,micropolitan,Republican,High,New Limit on Large Gatherings in Place,High
Heavily Republican,Very Low,High,Low,noncore,Republican,Low,Lifted,Medium
Heavily Republican,Very Low,Medium,Low,noncore,Republican,Low,Lifted,Low
Heavily Republican,Very Low,Very High,High,noncore,Republican,Very High,Expanded Limit,Very High
Heavily Republican,Medium,High,Medium,metropolitan,Republican,Low,Expanded Limit,Low
Republican,Very Low,Very High,Medium,metropolitan,Republican,Low,Expanded Limit,Medium
Heavily Republican,High,Low,Medium,noncore,Democratic,Low,New Limit on Large Gatherings in Place,Medium
Heavily Republican,Low,Medium,Low,noncore,Democratic,Low,New Limit on Large Gatherings in Place,Medium
Republican,Very High,Very Low,High,metropolitan,Democratic,Medium,New Limit on Large Gatherings in Place,Low
Heavily Republican,Very High,Very Low,High,metropolitan,Democratic,Low,New Limit on Large Gatherings in Place,High
Heavily Republican,Very High,Low,High,micropolitan,Democratic,High,New Limit on Large Gatherings in Place,Medium
Heavily Republican,Very High,Low,Low,metropolitan,Republican,High,Lifted,Medium
Heavily Republican,High,Low,Medium,noncore,Republican,Low,Lifted,Medium
Heavily Republican,Medium,Low,Low,noncore,Republican,Very High,New Limit on Large Gatherings in Place,High
Heavily Republican,Medium,Very Low,Medium,noncore,Democratic,Very High,Lifted,Very Low
Heavily Republican,Very Low,Low,Low,noncore,Democratic,Very High,Lifted,Medium
Heavily Republican,Very High,High,Low,noncore,Democratic,Low,Lifted,High
Heavily Republican,Medium,Very Low,Low,noncore,Democratic,Low,Lifted,High
Republican,High,Medium,High,metropolitan,Democratic,High,New Limit on Large Gatherings in Place,Very High
Heavily Republican,Medium,Very Low,Medium,micropolitan,Democratic,Medium,New Limit on Large Gatherings in Place,High
Even,Low,Low,Medium,micropolitan,Democratic,Low,New Limit on Large Gatherings in Place,Low
Heavily Republican,Low,Medium,High,micropolitan,Democratic,High,New Limit on Large Gatherings in Place,Very Low
Heavily Republican,Very Low,Medium,High,noncore,Democratic,Low,New Limit on Large Gatherings in Place,Very Low
Heavily Republican,Very Low,High,Medium,noncore,Republican,Very High,New Limit on Large Gatherings in Place,High
Heavily Republican,Low,Medium,Medium,metropolitan,Republican,High,New Limit on Large Gatherings in Place,Medium
Heavily Republican,Very Low,High,Low,noncore,Republican,Very High,Lifted,Low
Heavily Republican,Very Low,Medium,Medium,micropolitan,Republican,High,Lifted,High
Heavily Republican,Low,Low,Low,noncore,Democratic,Very High,Expanded Limit,Very High
Heavily Republican,Low,Very Low,Low,noncore,Democratic,Very High,Expanded Limit,High
Heavily Democrat,Medium,Medium,High,metropolitan,Republican,Medium,Lifted,High
Heavily Democrat,Very Low,Very High,High,micropolitan,Republican,Low,Expanded Limit,Very High
Heavily Republican,Very High,Very Low,Low,micropolitan,Democratic,High,New Limit on Large Gatherings in Place,High
Heavily Republican,Low,High,Medium,noncore,Democratic,Very High,New Limit on Large Gatherings in Place,High
Even,High,Medium,High,metropolitan,Democratic,High,New Limit on Large Gatherings in Place,Very High
Heavily Republican,Medium,High,Low,micropolitan,Republican,High,Lifted,Low
Leaning Republican,High,High,Medium,micropolitan,Republican,Low,New Limit on Large Gatherings in Place,Very High
Heavily Republican,Very Low,Very High,Medium,noncore,Democratic,Very High,New Limit on Large Gatherings in Place,Very Low
Heavily Republican,Low,Very High,High,noncore,Democratic,Low,New Limit on Large Gatherings in Place,Low
Heavily Republican,Very High,Very Low,High,metropolitan,Republican,Low,Lifted,Low
Heavily Republican,Low,Low,High,noncore,Democratic,Low,New Limit on Large Gatherings in Place,Very Low
Heavily Republican,High,Very High,Low,micropolitan,Democratic,Low,Gatherings Prohibited,Very High
Heavily Democrat,Very Low,Very High,High,noncore,Republican,Very High,New Limit on Large Gatherings in Place,Very High
Heavily Republican,Low,Very High,Medium,noncore,Republican,Very High,New Limit on Large Gatherings in Place,Medium
Republican,Low,Low,Low,noncore,Democratic,Very High,Expanded Limit,Low
Heavily Republican,High,Very Low,Low,noncore,Republican,Very High,Expanded Limit,High
Heavily Republican,Low,Low,High,noncore,Democratic,Medium,New Limit on Large Gatherings in Place,Low
Even,High,High,High,micropolitan,Democratic,Low,New Limit on Large Gatherings in Place,High
Heavily Republican,High,Medium,High,metropolitan,Democratic,Low,New Limit on Large Gatherings in Place,Medium
Heavily Republican,Very High,Low,Low,metropolitan,Republican,Low,New Limit on Large Gatherings in Place,Very High
Heavily Democrat,Medium,Low,High,metropolitan,Republican,High,Expanded Limit,Low
Heavily Republican,High,Medium,Low,metropolitan,Republican,High,Lifted,Medium
Republican,Very High,Very Low,High,metropolitan,Democratic,Medium,New Limit on Large Gatherings in Place,Very Low
Heavily Democrat,Very Low,High,Medium,metropolitan,Republican,High,Lifted,Very High
Heavily Republican,Medium,High,Low,noncore,Republican,Very High,Expanded Limit,Medium
Heavily Republican,Medium,High,Low,metropolitan,Republican,Low,Expanded Limit,High
Heavily Republican,Low,Very High,Low,noncore,Republican,Low,Expanded Limit,High
Heavily Republican,Low,High,Low,noncore,Republican,Medium,Expanded Limit,Very High
Heavily Republican,Low,High,Medium,micropolitan,Republican,High,New Limit on Large Gatherings in Place,High
Heavily Republican,Low,Very High,Low,micropolitan,Republican,Medium,New Limit on Large Gatherings in Place,Very High
Heavily Republican,Medium,High,High,metropolitan,Republican,Low,New Limit on Large Gatherings in Place,Very Low
