year,state,state_po,county,FIPS,office,candidate,party,candidatevotes,totalvotes,version
2000,Arkansas,AR,Bradley,5011,President,George W. Bush,republican,1793,3979,20191203
2000,Arkansas,AR,Bradley,5011,President,Ralph Nader,green,34,3979,20191203
2000,Arkansas,AR,Bradley,5011,President,Other,NA,30,3979,20191203
2000,Arkansas,AR,Calhoun,5013,President,Al Gore,democrat,1017,2185,20191203
2000,Arkansas,AR,Calhoun,5013,President,George W. Bush,republican,1128,2185,20191203
2000,Arkansas,AR,Calhoun,5013,President,Ralph Nader,green,19,2185,20191203
2000,Arkansas,AR,Calhoun,5013,President,Other,NA,21,2185,20191203
2000,Arkansas,AR,Carroll,5015,President,Al Gore,democrat,3595,9590,20191203
2000,Arkansas,AR,Carroll,5015,President,George W. Bush,republican,5556,9590,20191203
2000,Arkansas,AR,Carroll,5015,President,Ralph Nader,green,301,9590,20191203
2000,Arkansas,AR,Carroll,5015,President,Other,NA,138,9590,20191203
2000,Arkansas,AR,Chicot,5017,President,Al Gore,democrat,2820,4452,20191203
2000,Arkansas,AR,Chicot,5017,President,George W. Bush,republican,1564,4452,20191203
2000,Arkansas,AR,Chicot,5017,President,Ralph Nader,green,26,4452,20191203
2000,Arkansas,AR,Chicot,5017,President,Other,NA,42,4452,20191203
2000,Arkansas,AR,Clark,5019,President,Al Gore,democrat,4661,8626,20191203
2000,Arkansas,AR,Clark,5019,President,George W. Bush,republican,3776,8626,20191203
2000,Arkansas,AR,Clark,5019,President,Ralph Nader,green,103,8626,20191203
2000,Arkansas,AR,Clark,5019,President,Other,NA,86,8626,20191203
2000,Arkansas,AR,Clay,5021,President,Al Gore,democrat,3527,5900,20191203
2000,Arkansas,AR,Clay,5021,President,George W. Bush,republican,2254,5900,20191203
2000,Arkansas,AR,Clay,5021,President,Ralph Nader,green,73,5900,20191203
2000,Arkansas,AR,Clay,5021,President,Other,NA,46,5900,20191203
2000,Arkansas,AR,Cleburne,5023,President,Al Gore,democrat,4120,10207,20191203
2000,Arkansas,AR,Cleburne,5023,President,George W. Bush,republican,5730,10207,20191203
2000,Arkansas,AR,Cleburne,5023,President,Ralph Nader,green,183,10207,20191203
2000,Arkansas,AR,Cleburne,5023,President,Other,NA,174,10207,20191203
2000,Arkansas,AR,Cleveland,5025,President,Al Gore,democrat,1414,3181,20191203
2000,Arkansas,AR,Cleveland,5025,President,George W. Bush,republican,1678,3181,20191203
2000,Arkansas,AR,Cleveland,5025,President,Ralph Nader,green,30,3181,20191203
2000,Arkansas,AR,Cleveland,5025,President,Other,NA,59,3181,20191203
2000,Arkansas,AR,Columbia,5027,President,Al Gore,democrat,4003,9307,20191203
2000,Arkansas,AR,Columbia,5027,President,George W. Bush,republican,5018,9307,20191203
2000,Arkansas,AR,Columbia,5027,President,Ralph Nader,green,70,9307,20191203
2000,Arkansas,AR,Columbia,5027,President,Other,NA,216,9307,20191203
2000,Arkansas,AR,Conway,5029,President,Al Gore,democrat,3496,7234,20191203
2000,Arkansas,AR,Conway,5029,President,George W. Bush,republican,3545,7234,20191203
2000,Arkansas,AR,Conway,5029,President,Ralph Nader,green,84,7234,20191203
2000,Arkansas,AR,Conway,5029,President,Other,NA,109,7234,20191203
2000,Arkansas,AR,Craighead,5031,President,Al Gore,democrat,12376,25157,20191203
2000,Arkansas,AR,Craighead,5031,President,George W. Bush,republican,12158,25157,20191203
2000,Arkansas,AR,Craighead,5031,President,Ralph Nader,green,409,25157,20191203
2000,Arkansas,AR,Craighead,5031,President,Other,NA,214,25157,20191203
2000,Arkansas,AR,Crawford,5033,President,Al Gore,democrat,6288,17625,20191203
2000,Arkansas,AR,Crawford,5033,President,George W. Bush,republican,10804,17625,20191203
2000,Arkansas,AR,Crawford,5033,President,Ralph Nader,green,223,17625,20191203
2000,Arkansas,AR,Crawford,5033,President,Other,NA,310,17625,20191203
2000,Arkansas,AR,Crittenden,5035,President,Al Gore,democrat,7224,13234,20191203
2000,Arkansas,AR,Crittenden,5035,President,George W. Bush,republican,5857,13234,20191203
2000,Arkansas,AR,Crittenden,5035,President,Ralph Nader,green,97,13234,20191203
2000,Arkansas,AR,Crittenden,5035,President,Other,NA,56,13234,20191203
2000,Arkansas,AR,Cross,5037,President,Al Gore,democrat,3096,6215,20191203
2000,Arkansas,AR,Cross,5037,President,George W. Bush,republican,3033,6215,20191203
2000,Arkansas,AR,Cross,5037,President,Ralph Nader,green,38,6215,20191203
2000,Arkansas,AR,Cross,5037,President,Other,NA,48,6215,20191203
2000,Arkansas,AR,Dallas,5039,President,Al Gore,democrat,1710,3325,20191203
2000,Arkansas,AR,Dallas,5039,President,George W. Bush,republican,1571,3325,20191203
2000,Arkansas,AR,Dallas,5039,President,Ralph Nader,green,21,3325,20191203
2000,Arkansas,AR,Dallas,5039,President,Other,NA,23,3325,20191203
2000,Arkansas,AR,Desha,5041,President,Al Gore,democrat,2776,4495,20191203
2000,Arkansas,AR,Desha,5041,President,George W. Bush,republican,1603,4495,20191203
2000,Arkansas,AR,Desha,5041,President,Ralph Nader,green,38,4495,20191203
2000,Arkansas,AR,Desha,5041,President,Other,NA,78,4495,20191203
2000,Arkansas,AR,Drew,5043,President,Al Gore,democrat,3060,5922,20191203
2000,Arkansas,AR,Drew,5043,President,George W. Bush,republican,2756,5922,20191203
2000,Arkansas,AR,Drew,5043,President,Ralph Nader,green,47,5922,20191203
2000,Arkansas,AR,Drew,5043,President,Other,NA,59,5922,20191203
2000,Arkansas,AR,Faulkner,5045,President,Al Gore,democrat,11950,29216,20191203
2000,Arkansas,AR,Faulkner,5045,President,George W. Bush,republican,16055,29216,20191203
2000,Arkansas,AR,Faulkner,5045,President,Ralph Nader,green,513,29216,20191203
2000,Arkansas,AR,Faulkner,5045,President,Other,NA,698,29216,20191203
2000,Arkansas,AR,Franklin,5047,President,Al Gore,democrat,2674,6140,20191203
2000,Arkansas,AR,Franklin,5047,President,George W. Bush,republican,3277,6140,20191203
2000,Arkansas,AR,Franklin,5047,President,Ralph Nader,green,100,6140,20191203
2000,Arkansas,AR,Franklin,5047,President,Other,NA,89,6140,20191203
2000,Arkansas,AR,Fulton,5049,President,Al Gore,democrat,1976,4108,20191203
2000,Arkansas,AR,Fulton,5049,President,George W. Bush,republican,2036,4108,20191203
2000,Arkansas,AR,Fulton,5049,President,Ralph Nader,green,51,4108,20191203
2000,Arkansas,AR,Fulton,5049,President,Other,NA,45,4108,20191203
2000,Arkansas,AR,Garland,5051,President,Al Gore,democrat,15840,35935,20191203
2000,Arkansas,AR,Garland,5051,President,George W. Bush,republican,19098,35935,20191203
2000,Arkansas,AR,Garland,5051,President,Ralph Nader,green,566,35935,20191203
2000,Arkansas,AR,Garland,5051,President,Other,NA,431,35935,20191203
2000,Arkansas,AR,Grant,5053,President,Al Gore,democrat,2535,6013,20191203
2000,Arkansas,AR,Grant,5053,President,George W. Bush,republican,3285,6013,20191203
2000,Arkansas,AR,Grant,5053,President,Ralph Nader,green,88,6013,20191203
2000,Arkansas,AR,Grant,5053,President,Other,NA,105,6013,20191203
2000,Arkansas,AR,Greene,5055,President,Al Gore,democrat,6319,12484,20191203
2000,Arkansas,AR,Greene,5055,President,George W. Bush,republican,5831,12484,20191203
2000,Arkansas,AR,Greene,5055,President,Ralph Nader,green,205,12484,20191203
2000,Arkansas,AR,Greene,5055,President,Other,NA,129,12484,20191203
2000,Arkansas,AR,Hempstead,5057,President,Al Gore,democrat,3937,7289,20191203
2000,Arkansas,AR,Hempstead,5057,President,George W. Bush,republican,3257,7289,20191203
2000,Arkansas,AR,Hempstead,5057,President,Ralph Nader,green,50,7289,20191203
2000,Arkansas,AR,Hempstead,5057,President,Other,NA,45,7289,20191203
2000,Arkansas,AR,Hot Spring,5059,President,Al Gore,democrat,5527,10981,20191203
2000,Arkansas,AR,Hot Spring,5059,President,George W. Bush,republican,5042,10981,20191203
2000,Arkansas,AR,Hot Spring,5059,President,Ralph Nader,green,202,10981,20191203
2000,Arkansas,AR,Hot Spring,5059,President,Other,NA,210,10981,20191203
2000,Arkansas,AR,Howard,5061,President,Al Gore,democrat,2063,4459,20191203
2000,Arkansas,AR,Howard,5061,President,George W. Bush,republican,2326,4459,20191203
2000,Arkansas,AR,Howard,5061,President,Ralph Nader,green,50,4459,20191203
2000,Arkansas,AR,Howard,5061,President,Other,NA,20,4459,20191203
2000,Arkansas,AR,Independence,5063,President,Al Gore,democrat,5146,11594,20191203
2000,Arkansas,AR,Independence,5063,President,George W. Bush,republican,6145,11594,20191203
2000,Arkansas,AR,Independence,5063,President,Ralph Nader,green,171,11594,20191203
2000,Arkansas,AR,Independence,5063,President,Other,NA,132,11594,20191203
2000,Arkansas,AR,Izard,5065,President,Al Gore,democrat,2587,5032,20191203
2000,Arkansas,AR,Izard,5065,President,George W. Bush,republican,2301,5032,20191203
2000,Arkansas,AR,Izard,5065,President,Ralph Nader,green,76,5032,20191203
2000,Arkansas,AR,Izard,5065,President,Other,NA,68,5032,20191203
2000,Arkansas,AR,Jackson,5067,President,Al Gore,democrat,3651,6072,20191203
2000,Arkansas,AR,Jackson,5067,President,George W. Bush,republican,2280,6072,20191203
2000,Arkansas,AR,Jackson,5067,President,Ralph Nader,green,77,6072,20191203
2000,Arkansas,AR,Jackson,5067,President,Other,NA,64,6072,20191203
2000,Arkansas,AR,Jefferson,5069,President,Al Gore,democrat,17716,27201,20191203
2000,Arkansas,AR,Jefferson,5069,President,George W. Bush,republican,8765,27201,20191203
2000,Arkansas,AR,Jefferson,5069,President,Ralph Nader,green,361,27201,20191203
2000,Arkansas,AR,Jefferson,5069,President,Other,NA,359,27201,20191203
2000,Arkansas,AR,Johnson,5071,President,Al Gore,democrat,3270,7161,20191203
2000,Arkansas,AR,Johnson,5071,President,George W. Bush,republican,3657,7161,20191203
2000,Arkansas,AR,Johnson,5071,President,Ralph Nader,green,109,7161,20191203
2000,Arkansas,AR,Johnson,5071,President,Other,NA,125,7161,20191203
2000,Arkansas,AR,Lafayette,5073,President,Al Gore,democrat,1806,3383,20191203
2000,Arkansas,AR,Lafayette,5073,President,George W. Bush,republican,1538,3383,20191203
2000,Arkansas,AR,Lafayette,5073,President,Ralph Nader,green,27,3383,20191203
2000,Arkansas,AR,Lafayette,5073,President,Other,NA,12,3383,20191203
2000,Arkansas,AR,Lawrence,5075,President,Al Gore,democrat,3255,6040,20191203
2000,Arkansas,AR,Lawrence,5075,President,George W. Bush,republican,2626,6040,20191203
2000,Arkansas,AR,Lawrence,5075,President,Ralph Nader,green,87,6040,20191203
2000,Arkansas,AR,Lawrence,5075,President,Other,NA,72,6040,20191203
2000,Arkansas,AR,Lee,5077,President,Al Gore,democrat,2727,4121,20191203
2000,Arkansas,AR,Lee,5077,President,George W. Bush,republican,1351,4121,20191203
2000,Arkansas,AR,Lee,5077,President,Ralph Nader,green,18,4121,20191203
2000,Arkansas,AR,Lee,5077,President,Other,NA,25,4121,20191203
2000,Arkansas,AR,Lincoln,5079,President,Al Gore,democrat,1957,3546,20191203
2000,Arkansas,AR,Lincoln,5079,President,George W. Bush,republican,1526,3546,20191203
2000,Arkansas,AR,Lincoln,5079,President,Ralph Nader,green,21,3546,20191203
2000,Arkansas,AR,Lincoln,5079,President,Other,NA,42,3546,20191203
2000,Arkansas,AR,Little River,5081,President,Al Gore,democrat,2883,5263,20191203
2000,Arkansas,AR,Little River,5081,President,George W. Bush,republican,2283,5263,20191203
2000,Arkansas,AR,Little River,5081,President,Ralph Nader,green,50,5263,20191203
2000,Arkansas,AR,Little River,5081,President,Other,NA,47,5263,20191203
2000,Arkansas,AR,Logan,5083,President,Al Gore,democrat,3283,8096,20191203
2000,Arkansas,AR,Logan,5083,President,George W. Bush,republican,4487,8096,20191203
2000,Arkansas,AR,Logan,5083,President,Ralph Nader,green,124,8096,20191203
2000,Arkansas,AR,Logan,5083,President,Other,NA,202,8096,20191203
2000,Arkansas,AR,Lonoke,5085,President,Al Gore,democrat,6851,17943,20191203
2000,Arkansas,AR,Lonoke,5085,President,George W. Bush,republican,10606,17943,20191203
2000,Arkansas,AR,Lonoke,5085,President,Ralph Nader,green,237,17943,20191203
2000,Arkansas,AR,Lonoke,5085,President,Other,NA,249,17943,20191203
2000,Arkansas,AR,Madison,5087,President,Al Gore,democrat,2055,5628,20191203
2000,Arkansas,AR,Madison,5087,President,George W. Bush,republican,3387,5628,20191203
2000,Arkansas,AR,Madison,5087,President,Ralph Nader,green,88,5628,20191203
2000,Arkansas,AR,Madison,5087,President,Other,NA,98,5628,20191203
2000,Arkansas,AR,Marion,5089,President,Al Gore,democrat,2233,6015,20191203
2000,Arkansas,AR,Marion,5089,President,George W. Bush,republican,3402,6015,20191203
2000,Arkansas,AR,Marion,5089,President,Ralph Nader,green,220,6015,20191203
2000,Arkansas,AR,Marion,5089,President,Other,NA,160,6015,20191203
2000,Arkansas,AR,Miller,5091,President,Al Gore,democrat,6278,13745,20191203
2000,Arkansas,AR,Miller,5091,President,George W. Bush,republican,7276,13745,20191203
2000,Arkansas,AR,Miller,5091,President,Ralph Nader,green,100,13745,20191203
2000,Arkansas,AR,Miller,5091,President,Other,NA,91,13745,20191203
2000,Arkansas,AR,Mississippi,5093,President,Al Gore,democrat,7107,12586,20191203
2000,Arkansas,AR,Mississippi,5093,President,George W. Bush,republican,5199,12586,20191203
2000,Arkansas,AR,Mississippi,5093,President,Ralph Nader,green,110,12586,20191203
2000,Arkansas,AR,Mississippi,5093,President,Other,NA,170,12586,20191203
2000,Arkansas,AR,Monroe,5095,President,Al Gore,democrat,1910,3293,20191203
2000,Arkansas,AR,Monroe,5095,President,George W. Bush,republican,1329,3293,20191203
2000,Arkansas,AR,Monroe,5095,President,Ralph Nader,green,29,3293,20191203
2000,Arkansas,AR,Monroe,5095,President,Other,NA,25,3293,20191203
2000,Arkansas,AR,Montgomery,5097,President,Al Gore,democrat,1438,3739,20191203
2000,Arkansas,AR,Montgomery,5097,President,George W. Bush,republican,2128,3739,20191203
2000,Arkansas,AR,Montgomery,5097,President,Ralph Nader,green,101,3739,20191203
2000,Arkansas,AR,Montgomery,5097,President,Other,NA,72,3739,20191203
2000,Arkansas,AR,Nevada,5099,President,Al Gore,democrat,1867,3738,20191203
2000,Arkansas,AR,Nevada,5099,President,George W. Bush,republican,1796,3738,20191203
2000,Arkansas,AR,Nevada,5099,President,Ralph Nader,green,42,3738,20191203
2000,Arkansas,AR,Nevada,5099,President,Other,NA,33,3738,20191203
2000,Arkansas,AR,Newton,5101,President,Al Gore,democrat,1205,3927,20191203
2000,Arkansas,AR,Newton,5101,President,George W. Bush,republican,2529,3927,20191203
2000,Arkansas,AR,Newton,5101,President,Ralph Nader,green,112,3927,20191203
2000,Arkansas,AR,Newton,5101,President,Other,NA,81,3927,20191203
2000,Arkansas,AR,Ouachita,5103,President,Al Gore,democrat,5464,10395,20191203
2000,Arkansas,AR,Ouachita,5103,President,George W. Bush,republican,4739,10395,20191203
2000,Arkansas,AR,Ouachita,5103,President,Ralph Nader,green,100,10395,20191203
2000,Arkansas,AR,Ouachita,5103,President,Other,NA,92,10395,20191203
2000,Arkansas,AR,Perry,5105,President,Al Gore,democrat,1648,4007,20191203
2000,Arkansas,AR,Perry,5105,President,George W. Bush,republican,2114,4007,20191203
2000,Arkansas,AR,Perry,5105,President,Ralph Nader,green,61,4007,20191203
2000,Arkansas,AR,Perry,5105,President,Other,NA,184,4007,20191203
2000,Arkansas,AR,Phillips,5107,President,Al Gore,democrat,6018,9313,20191203
2000,Arkansas,AR,Phillips,5107,President,George W. Bush,republican,3154,9313,20191203
2000,Arkansas,AR,Phillips,5107,President,Ralph Nader,green,75,9313,20191203
2000,Arkansas,AR,Phillips,5107,President,Other,NA,66,9313,20191203
2000,Arkansas,AR,Pike,5109,President,Al Gore,democrat,1604,3971,20191203
2000,Arkansas,AR,Pike,5109,President,George W. Bush,republican,2275,3971,20191203
2000,Arkansas,AR,Pike,5109,President,Ralph Nader,green,45,3971,20191203
2000,Arkansas,AR,Pike,5109,President,Other,NA,47,3971,20191203
2000,Arkansas,AR,Poinsett,5111,President,Al Gore,democrat,4102,7235,20191203
2000,Arkansas,AR,Poinsett,5111,President,George W. Bush,republican,2988,7235,20191203
2000,Arkansas,AR,Poinsett,5111,President,Ralph Nader,green,87,7235,20191203
2000,Arkansas,AR,Poinsett,5111,President,Other,NA,58,7235,20191203
2000,Arkansas,AR,Polk,5113,President,Al Gore,democrat,2315,7193,20191203
2000,Arkansas,AR,Polk,5113,President,George W. Bush,republican,4600,7193,20191203
2000,Arkansas,AR,Polk,5113,President,Ralph Nader,green,130,7193,20191203
2000,Arkansas,AR,Polk,5113,President,Other,NA,148,7193,20191203
2000,Arkansas,AR,Pope,5115,President,Al Gore,democrat,6669,18422,20191203
2000,Arkansas,AR,Pope,5115,President,George W. Bush,republican,11244,18422,20191203
2000,Arkansas,AR,Pope,5115,President,Ralph Nader,green,259,18422,20191203
2000,Arkansas,AR,Pope,5115,President,Other,NA,250,18422,20191203
2000,Arkansas,AR,Prairie,5117,President,Al Gore,democrat,1563,3507,20191203
2000,Arkansas,AR,Prairie,5117,President,George W. Bush,republican,1862,3507,20191203
2000,Arkansas,AR,Prairie,5117,President,Ralph Nader,green,29,3507,20191203
2000,Arkansas,AR,Prairie,5117,President,Other,NA,53,3507,20191203
2000,Arkansas,AR,Pulaski,5119,President,Al Gore,democrat,68320,127151,20191203
2000,Arkansas,AR,Pulaski,5119,President,George W. Bush,republican,55866,127151,20191203
2000,Arkansas,AR,Pulaski,5119,President,Ralph Nader,green,1756,127151,20191203
2000,Arkansas,AR,Pulaski,5119,President,Other,NA,1209,127151,20191203
2000,Arkansas,AR,Randolph,5121,President,Al Gore,democrat,3019,5877,20191203
2000,Arkansas,AR,Randolph,5121,President,George W. Bush,republican,2673,5877,20191203
2000,Arkansas,AR,Randolph,5121,President,Ralph Nader,green,84,5877,20191203
2000,Arkansas,AR,Randolph,5121,President,Other,NA,101,5877,20191203
2000,Arkansas,AR,St. Francis,5123,President,Al Gore,democrat,4986,8496,20191203
2000,Arkansas,AR,St. Francis,5123,President,George W. Bush,republican,3414,8496,20191203
2000,Arkansas,AR,St. Francis,5123,President,Ralph Nader,green,42,8496,20191203
2000,Arkansas,AR,St. Francis,5123,President,Other,NA,54,8496,20191203
2000,Arkansas,AR,Saline,5125,President,Al Gore,democrat,12700,32391,20191203
2000,Arkansas,AR,Saline,5125,President,George W. Bush,republican,18617,32391,20191203
2000,Arkansas,AR,Saline,5125,President,Ralph Nader,green,533,32391,20191203
2000,Arkansas,AR,Saline,5125,President,Other,NA,541,32391,20191203
2000,Arkansas,AR,Scott,5127,President,Al Gore,democrat,1444,3981,20191203
2000,Arkansas,AR,Scott,5127,President,George W. Bush,republican,2399,3981,20191203
2000,Arkansas,AR,Scott,5127,President,Ralph Nader,green,48,3981,20191203
2000,Arkansas,AR,Scott,5127,President,Other,NA,90,3981,20191203
2000,Arkansas,AR,Searcy,5129,President,Al Gore,democrat,1229,4058,20191203
2000,Arkansas,AR,Searcy,5129,President,George W. Bush,republican,2610,4058,20191203
